,id,length,diameter,color
716,70239202173109829,50.0,3.5,желтый цинк
717,70239202157981806,32.0,3.5,
718,70239201931438619,16.0,4.2,
719,70239201946230793,9.5,3.5,
720,70239202186947249,35.0,3.5,белый
721,70239202157989669,130.0,6.3,
722,70239202157985176,150.0,4.8,
723,70239202173134927,13.0,4.2,
724,70239202189622748,40.0,6.0,
725,70239202188507243,3.0,5.6,RAL 8017
726,70239202180485832,50.0,5.0,
727,70239202173095726,29.0,4.8,темно-красный цинк
728,70239202173083805,35.0,4.8,RAL 6020
729,70239202157985138,70.0,4.2,
730,70239202172991107,25.0,6.3,
731,70239202173109831,19.0,5.5,небесно-голубой
732,70239201931551966,13.0,4.2,цинк
733,70239202157976882,19.0,4.2,
734,70239201940756287,32.0,4.2,
735,70239201940756294,40.0,5.0,
736,70239201940584169,41.0,,
737,70239202173133530,50.0,4.2,
738,70239202156215342,30.0,4.0,
739,70239201931549009,38.0,5.5,цинк
740,70239201942561878,35.0,4.0,
741,70239201931543873,29.0,4.8,цинк
742,70239202173048654,51.0,4.8,RAL 8017
743,70239201931544434,32.0,3.5,
744,70239201931438525,30.0,3.5,
745,70239202173068891,60.0,6.0,желтый
746,70239202149070727,16.0,3.0,
747,70239201931455136,160.0,12.0,
748,70239201931568168,70.0,4.2,
749,70239202157966176,152.0,4.8,
750,70239201931544648,19.0,4.2,ярко-синий
751,70239202156227419,50.0,4.0,
752,70239202173481159,19.0,4.2,цинк
753,70239202173039130,16.0,2.5,желтый цинк
754,70239202157968474,20.0,3.5,
755,70239202173112856,25.0,3.9,желтый
756,70239202157977748,90.0,4.8,
757,70239201931544269,16.0,4.2,серый
758,70239202156192014,20.0,3.0,
759,70239202157981424,70.0,4.2,
760,70239202149065801,16.0,2.5,
761,70239202173096109,100.0,4.8,
762,70239202186613494,55.0,3.8,
763,70239201931470097,50.0,3.5,
764,70239202173041768,45.0,3.9,
765,70239202173105353,19.0,5.5,RAL 5002
766,70239202188648348,40.0,5.0,
767,70239202149057450,51.0,3.5,
768,70239202157982245,76.0,4.2,
769,70239202188863786,25.0,3.5,
770,70239202173124339,45.0,5.0,желтый цинк
771,70239202149098567,45.0,3.5,
772,70239202173481194,35.0,3.5,
773,70239202173035362,110.0,6.0,желтый
774,70239202149066008,64.0,5.5,
775,70239202157977732,55.0,3.5,
776,70239202173058632,70.0,4.8,белый
777,70239202188700343,40.0,3.5,
778,70239202157975514,30.0,3.9,
779,70239202157975084,41.0,3.5,
780,70239202157979704,25.0,3.5,
781,70239201954471373,38.0,5.5,
782,70239202157974783,70.0,4.8,
783,70239202173481155,19.0,4.2,
784,70239202186947305,30.0,3.9,
785,70239202173032341,51.0,3.5,
786,70239202157983811,38.0,4.8,
787,70239202157977655,51.0,3.5,
788,70239202173111677,60.0,4.8,зеленый
789,70239202157978299,70.0,4.2,
790,70239201942559830,70.0,4.8,
791,70239201931544132,75.0,4.2,цинк
792,70239201931455489,140.0,8.0,
793,70239202173480979,50.0,4.2,
794,70239201931842054,25.0,3.5,
795,70239201931551779,16.0,4.2,ярко-синий
796,70239202186613665,25.0,3.8,
797,70239202157965632,95.0,4.8,
798,70239201819352509,41.0,3.5,
799,70239202153474736,76.0,4.2,
800,70239202173129162,35.0,4.1,белый цинк
801,70239202173059299,,,
802,70239202173051742,50.0,4.8,зеленый
803,70239202149062430,70.0,6.0,
804,70239202189558784,19.0,5.5,RAL 3011
805,70239202173084619,65.0,4.8,синий насыщенный
806,70239202173077912,100.0,5.0,
807,70239202157977527,22.0,3.9,
808,70239201931545059,65.0,5.5,цинк
809,70239202186110006,16.0,3.5,
810,70239202149000820,16.0,5.0,
811,70239201942563052,100.0,6.0,
812,70239202156205331,12.0,3.0,
813,70239202157973168,25.0,3.5,
814,70239201931544117,70.0,4.8,темно-зеленый цинк
815,70239202173063286,40.0,4.5,желтый
816,70239201942559827,50.0,3.5,
817,70239202189548476,120.0,4.8,
818,70239201931460546,12.0,3.0,
819,70239202173132094,16.0,4.2,темно-зеленый
820,70239202188174617,35.0,4.8,RAL 8017
821,70239202186337344,19.0,3.9,черный
822,70239202188863888,70.0,4.0,
823,70239202173097990,90.0,5.0,белый цинк
824,70239202172993880,28.0,4.8,темно-зеленый
825,70239202157979289,25.0,4.2,
826,70239202153673862,64.0,5.5,
827,70239201931545412,51.0,4.8,слоновая кость цинк
828,70239202149079476,20.0,5.0,
829,70239202187483408,76.0,4.2,
830,70239202188263064,,,коричневый
831,70239202173028172,32.0,4.2,
832,70239202173113833,45.0,3.5,
833,70239202186277099,41.0,3.5,черный
834,70239202173126732,28.0,4.8,RAL 3009
835,70239202156209398,80.0,5.0,
836,70239202173481201,41.0,3.5,
837,70239202149062441,50.0,4.2,
838,70239202013909624,32.0,5.5,RAL 3011
839,70239202189558891,30.0,4.0,
840,70239202149098813,25.0,3.0,
841,70239202157987311,65.0,3.8,
842,70239201931544550,32.0,6.3,красный цинк
843,70239202173133171,60.0,5.0,желтый цинк
844,70239202173100448,60.0,5.0,желтый
845,70239202184190775,19.0,5.5,RAL 8017
846,70239201931549188,32.0,5.5,красный цинк
847,70239202173036785,50.0,4.0,желтый
848,70239202173032346,25.0,3.9,
849,70239202188863875,16.0,3.0,
850,70239202173084587,19.0,5.5,
851,70239202189614097,35.0,4.8,RAL 8014
852,70239202173069288,50.0,4.2,
853,70239202187046348,16.0,4.2,
854,70239202173480896,35.0,4.8,цинк
855,70239201931456039,140.0,12.0,
856,70239202156226899,100.0,5.0,
857,70239201940734999,45.0,3.5,
858,70239202149056922,19.0,3.9,
859,70239202173481169,65.0,4.2,
860,70239202156247543,25.0,2.5,
861,70239202157977853,70.0,6.3,
862,70239202149096847,51.0,4.8,
863,70239202157980248,14.0,4.2,
864,70239202173104808,16.0,3.5,желтый
865,70239202188377796,55.0,3.5,
866,70239202149057512,40.0,3.5,
867,70239202157968172,70.0,4.2,
868,70239202157966561,45.0,3.5,
869,70239201931545134,32.0,5.5,коричневый цинк
870,70239202188578548,55.0,3.5,
871,70239202156142304,60.0,5.0,
872,70239202173127304,35.0,4.8,земельно-коричневый
873,70239202188624681,60.0,5.0,
874,70239201931468794,25.0,4.0,
875,70239201976611236,70.0,4.8,
876,70239201954471682,76.0,4.8,
877,70239201940756779,51.0,5.5,
878,70239202157973801,19.0,4.2,
879,70239202149073371,50.0,5.0,
880,70239202186392904,25.0,3.5,черный
881,70239202173043100,19.0,5.5,RAL 8017
882,70239202173026098,19.0,5.5,RAL 9003
883,70239202173031193,35.0,3.5,
884,70239202157979020,64.0,3.9,
885,70239202156187186,70.0,5.0,
886,70239202157983200,55.0,3.5,
887,70239201940748281,25.0,3.5,
888,70239202173042205,19.0,5.5,RAL 6005
889,70239202173111930,60.0,4.8,синий насыщенный
890,70239202173026283,28.0,4.8,RAL 5002
891,70239202173037783,16.0,4.0,желтый
892,70239202157979979,25.0,4.2,
893,70239202173046481,40.0,5.0,желтый цинк
894,70239202149067803,35.0,4.0,
895,70239201931544427,35.0,4.8,белый цинк
896,70239201931544505,35.0,4.8,красный цинк
897,70239202188510768,35.0,3.0,
898,70239202156242678,35.0,3.9,
899,70239202157970665,50.0,4.8,
900,70239202173085066,55.0,3.5,
901,70239202156266735,20.0,2.5,
902,70239202172972755,25.0,4.2,ярко-белый
903,70239202186112196,16.0,4.2,
904,70239202157994467,32.0,6.3,
905,70239202186339456,41.0,4.2,цинк
906,70239202173100541,16.0,3.9,белый цинк
907,70239201940756991,25.0,4.2,
908,70239202157972168,25.0,5.5,
909,70239201931551278,25.0,4.2,красный
910,70239201942561060,35.0,4.8,серый
911,70239202149066128,120.0,4.8,
912,70239202189951443,76.0,6.3,
913,70239201931544654,32.0,5.5,
914,70239202180487790,16.0,3.9,
915,70239202149057110,30.0,4.5,
916,70239202173068461,70.0,4.5,желтый цинк
917,70239202173050123,30.0,3.5,
918,70239202157981386,127.0,4.8,
919,70239202156229989,20.0,3.0,
920,70239202173481113,30.0,3.9,
921,70239202173087880,60.0,6.0,белый цинк
922,70239202188511639,12.0,3.0,
923,70239202148960320,70.0,5.0,
924,70239202189623348,35.0,3.5,
925,70239202173035057,45.0,4.0,белый цинк
926,70239201931825417,19.0,3.5,
927,70239202188510847,30.0,4.5,
928,70239202156232752,30.0,3.5,
929,70239202156288762,30.0,3.0,
930,70239202173102912,19.0,4.2,винно-красный
931,70239202167038161,19.0,5.5,
932,70239201942561407,70.0,6.0,
933,70239202149057291,10.0,2.5,
934,70239202149079442,50.0,4.0,
935,70239202149066581,45.0,3.5,
936,70239201931544320,5.5,6.3,цинк
937,70239201931471076,16.0,4.8,
938,70239202157977027,25.0,3.5,
939,70239202149062111,90.0,5.0,
940,70239202157987447,25.0,4.2,
941,70239202156271943,50.0,4.0,
942,70239201942565360,70.0,4.8,
943,70239202175057133,60.0,5.0,
944,70239201940584253,3.8,25.0,
945,70239202173481013,110.0,4.8,
946,70239202157973232,64.0,3.9,
947,70239201931438757,75.0,4.2,
948,70239202189530166,19.0,5.5,RAL 1015
949,70239202173070204,25.0,4.2,
950,70239202173097963,32.0,3.5,
951,70239202186110394,16.0,3.5,
952,70239202188749541,13.0,2.5,
953,70239202173070855,35.0,4.8,земельно-коричневый
954,70239202173047939,25.0,4.0,желтый
955,70239202173191626,12.0,4.0,желтый цинк
956,70239201931471030,45.0,4.8,
957,70239202173481025,50.0,4.8,зеленый
958,70239202157984066,55.0,3.5,
959,70239202173126439,45.0,5.0,белый цинк
960,70239202157992731,130.0,6.3,
961,70239202173038028,25.0,4.0,желтый
962,70239201940762278,16.0,4.2,
963,70239202157967280,35.0,4.8,
964,70239202173092943,70.0,4.8,синий насыщенный
965,70239202173127351,60.0,4.8,рубиново-красный
966,70239202173135521,50.0,4.2,
967,70239201931461962,76.0,4.2,
968,70239201931568243,55.0,3.5,
969,70239202173037633,70.0,5.0,желтый
970,70239202173087379,80.0,4.8,небесно-голубой
971,70239201931544204,70.0,6.3,
972,70239202157968525,45.0,3.5,
973,70239202173033509,19.0,3.5,
974,70239202188648503,30.0,3.5,
975,70239202186337542,35.0,3.8,
976,70239201931545860,16.0,4.2,цинк
977,70239202149082990,45.0,4.0,
978,70239202172968839,13.0,4.2,белый
979,70239201931569216,55.0,3.5,
980,70239202173059452,80.0,4.8,зеленый насыщенный
981,70239202188135885,100.0,4.8,
982,70239202173085491,16.0,4.2,белый
983,70239201942561851,16.0,4.2,
984,70239202187027112,19.0,3.9,
985,70239201931462193,41.0,3.5,
986,70239202149063058,12.0,3.5,
987,70239202173056222,51.0,4.8,RAL 7004
988,70239202173080883,80.0,4.8,синий насыщенный
989,70239201954471340,25.0,4.2,
990,70239202186917030,55.0,3.8,
991,70239201931545964,19.0,4.2,цинк
992,70239202189548716,140.0,4.8,
993,70239202149062609,20.0,3.0,
994,70239202186613592,45.0,3.5,черный
995,70239201931546351,19.0,6.3,цинк
996,70239202189622753,25.0,3.5,
997,70239201931468799,25.0,4.2,
998,70239202173079260,32.0,4.2,
999,70239202188511619,60.0,4.5,
1000,70239201931458926,90.0,4.2,
1001,70239202157986787,25.0,6.3,
1002,70239202188749057,13.0,2.5,
1003,70239202173117927,41.0,3.5,
1004,70239202173110181,38.0,4.2,
1005,70239202157969325,102.0,4.8,
1006,70239202188510783,45.0,3.9,
1007,70239202173094512,35.0,4.8,небесно-голубой
1008,70239202156187196,70.0,4.0,
1009,70239202180487580,60.0,6.0,
1010,70239201931462017,45.0,3.8,
1011,70239202173049135,70.0,4.0,желтый цинк
1012,70239202173192069,19.0,4.8,зеленый
1013,70239202173125934,30.0,4.5,белый цинк
1014,70239202187491102,35.0,4.8,RAL 3005
1015,70239202187370157,45.0,3.5,
1016,70239201931462196,55.0,3.8,
1017,70239202173120326,90.0,4.2,
1018,70239202173481088,50.0,4.8,коричневый шоколадный
1019,70239201931546354,13.0,4.2,серый
1020,70239202188507313,70.0,4.8,
1021,70239202173124337,25.0,4.1,белый цинк
1022,70239202184375455,35.0,5.0,
1023,70239202157992696,45.0,6.0,
1024,70239201931827102,25.0,3.5,
1025,70239202173128258,35.0,3.5,желтый цинк
1026,70239202173094421,35.0,4.0,желтый
1027,70239201942561449,19.0,5.5,серый
1028,70239201942559846,50.0,4.0,
1029,70239202188511803,40.0,3.5,
1030,70239202149029320,35.0,3.5,
1031,70239202173127410,25.0,4.2,винно-красный
1032,70239201940756651,50.0,4.2,
1033,70239202173045643,35.0,4.8,зеленый
1034,70239202173092003,70.0,4.8,зеленый насыщенный
1035,70239201940584112,3.5,32.0,
1036,70239202173050692,51.0,4.8,RAL 9003
1037,70239202173028853,51.0,4.8,RAL 3003
1038,70239202173112879,25.0,3.5,
1039,70239202173096671,80.0,4.8,зеленый насыщенный
1040,70239202173480848,76.0,4.2,
1041,70239202173124586,25.0,5.5,зеленый насыщенный
1042,70239202149057653,75.0,4.2,
1043,70239202172969936,35.0,4.8,цинк
1044,70239201931553632,19.0,4.2,ярко-синий
1045,70239202187045157,35.0,3.5,
1046,70239202172890397,51.0,4.8,цинк
1047,70239202173481325,89.0,4.2,
1048,70239202173480981,25.0,4.2,
1049,70239202149060059,19.0,3.5,
1050,70239202157981735,102.0,4.8,
1051,70239202188174633,35.0,3.9,
1052,70239202157987258,50.0,5.0,
1053,70239202173071094,19.0,4.8,RAL 8017
1054,70239202173128809,16.0,4.2,
1055,70239202173480954,19.0,4.2,цинк
1056,70239201931460614,25.0,4.2,
1057,70239202173131186,50.0,4.8,RAL 3003
1058,70239202157982650,35.0,3.5,
1059,70239202173109299,16.0,4.2,
1060,70239202188624919,32.0,5.5,
1061,70239202173098393,29.0,4.8,
1062,70239202186392976,41.0,3.5,черный
1063,70239201942560569,35.0,4.8,серый
1064,70239202157977259,25.0,3.5,
1065,70239201931549026,25.0,5.5,светло-зеленый цинк
1066,70239202157973002,35.0,3.9,
1067,70239202173038025,35.0,4.8,RAL 5021
1068,70239201942563363,25.0,4.2,
1069,70239202174784159,102.0,4.8,
1070,70239202173191569,35.0,3.9,желтый цинк
1071,70239202156220908,16.0,4.0,
1072,70239202173116769,19.0,4.8,коричневый
1073,70239202157969307,25.0,3.9,
1074,70239202173131238,16.0,4.2,винно-красный
1075,70239202173480887,55.0,3.5,
1076,70239202149117988,28.0,4.8,
1077,70239202157982036,11.0,3.5,
1078,70239202173024380,32.0,5.5,белый
1079,70239202157983504,75.0,4.2,
1080,70239202173071632,45.0,4.5,желтый цинк
1081,70239202173081175,90.0,6.0,
1082,70239202188510802,35.0,4.8,RAL 6026
1083,70239202149079514,45.0,4.0,
1084,70239201931461410,16.0,4.2,
1085,70239202149065952,38.0,4.2,
1086,70239201931544259,29.0,4.8,светло-зеленый цинк
1087,70239201931467771,45.0,3.5,
1088,70239202188648604,102.0,6.3,
1089,70239202188648586,25.0,5.0,
1090,70239202172919774,70.0,4.8,темно-красный
1091,70239201931472451,25.0,3.9,
1092,70239202173104982,25.0,3.5,белый цинк
1093,70239202149072898,30.0,3.9,
1094,70239202187040002,41.0,3.5,
1095,70239202186613738,25.0,3.5,черный
1096,70239202173481238,45.0,3.5,
1097,70239202149066271,50.0,4.0,
1098,70239202173133168,90.0,4.2,
1099,70239202014091744,130.0,6.3,
1100,70239202157967665,60.0,5.0,
1101,70239202173118088,16.0,5.0,желтый цинк
1102,70239201931468795,130.0,4.8,
1103,70239202173077759,19.0,4.8,зеленый
1104,70239202188507334,100.0,4.8,
1105,70239202173096838,19.0,4.8,коричневый
1106,70239202156236760,25.0,3.5,
1107,70239201931544394,19.0,5.5,белый цинк
1108,70239202173034250,45.0,3.5,
1109,70239202186110114,32.0,3.5,черный
1110,70239202156198325,75.0,4.2,
1111,70239201931571608,152.0,5.0,
1112,70239201931571607,41.0,4.2,цинк
1113,70239201931544406,70.0,4.8,коричневый цинк
1114,70239202189529941,12.0,4.0,
1115,70239202173026569,25.0,4.0,желтый
1116,70239202173094132,35.0,3.0,белый цинк
1117,70239201931544969,35.0,4.8,ярко-синий цинк
1118,70239202173481082,25.0,4.2,цинк
1119,70239201940584881,41.0,4.2,цинк
1120,70239201931544650,19.0,4.2,темно-зеленый
1121,70239202149070951,30.0,3.0,
1122,70239202149079495,25.0,3.5,
1123,70239202173048082,65.0,4.8,небесно-голубой
1124,70239201931461790,57.0,4.2,
1125,70239202157980052,76.0,4.2,
1126,70239202173101857,19.0,4.8,красный
1127,70239202189595923,100.0,4.8,
1128,70239202157971184,35.0,3.5,
1129,70239202173128393,38.0,5.5,
1130,70239202157986210,50.0,4.5,
1131,70239201954471808,19.0,5.5,
1132,70239202157979339,45.0,4.0,
1133,70239202173481216,32.0,4.2,цинк
1134,70239202173078749,4.8,35.0,красный
1135,70239202173115024,25.0,4.2,
1136,70239202014033259,70.0,4.8,RAL 3011
1137,70239202173067827,25.0,4.2,
1138,70239202173118084,9.5,3.5,
1139,70239202186339674,35.0,3.8,
1140,70239202189951428,120.0,6.0,
1141,70239202149029391,41.0,3.8,
1142,70239202173060141,19.0,3.5,черный
1143,70239201931458264,50.0,10.0,
1144,70239202157984379,16.0,4.2,
1145,70239202157974081,25.0,3.9,
1146,70239201940584040,4.2,65.0,
1147,70239202157979357,64.0,3.9,
1148,70239202171913839,45.0,3.5,
1149,70239202157972188,41.0,4.2,
1150,70239201931544136,32.0,6.3,
1151,70239202149096730,19.0,3.5,
1152,70239202173083350,19.0,5.5,RAL 5005
1153,70239202173036285,38.0,4.8,темно-красный
1154,70239201931545878,51.0,4.8,белый цинк
1155,70239202186336497,19.0,3.9,черный
1156,70239202173045574,65.0,4.8,синий насыщенный
1157,70239202172914231,32.0,4.2,
1158,70239202157989350,80.0,4.8,
1159,70239201931544578,19.0,5.5,синий цинк
1160,70239201931460338,32.0,6.3,
1161,70239202148960301,35.0,4.5,
1162,70239202173102964,50.0,4.8,небесно-голубой
1163,70239202173034812,51.0,4.8,ультрамарин цинк
1164,70239202173097087,12.0,3.5,
1165,70239202173037917,55.0,3.5,
1166,70239202186392563,19.0,4.2,
1167,70239202188511847,25.0,3.0,
1168,70239202173029537,25.0,5.5,цинк
1169,70239202156280345,45.0,5.0,
1170,70239202186337317,16.0,3.5,черный
1171,70239201940729070,19.0,3.9,
1172,70239201931446103,19.0,5.5,
1173,70239202173045797,51.0,4.8,RAL 3009
1174,70239201931460453,30.0,6.0,
1175,70239202173087570,16.0,3.0,белый цинк
1176,70239202156216938,25.0,3.5,
1177,70239202173067823,25.0,3.9,
1178,70239202173065056,41.0,3.5,
1179,70239202157975640,76.0,4.2,
1180,70239202149070948,140.0,6.0,
1181,70239202173086481,65.0,4.8,зеленый
1182,70239202173065429,19.0,4.2,
1183,70239202173099069,65.0,3.8,
1184,70239202173124674,45.0,3.5,белый цинк
1185,70239202189744270,35.0,3.5,
1186,70239202149029396,25.0,3.0,
1187,70239202149063055,25.0,4.0,
1188,70239202189641989,25.0,4.0,
1189,70239202149060720,80.0,6.0,
1190,70239201931544210,29.0,4.8,темно-зеленый цинк
1191,70239202187043194,55.0,3.5,черный
1192,70239202164417405,75.0,4.2,
1193,70239202186276930,41.0,3.8,черный
1194,70239201931544262,29.0,4.8,коричневый цинк
1195,70239202173135298,50.0,6.0,желтый цинк
1196,70239201931453877,32.0,5.5,цинк
1197,70239202149123871,90.0,4.2,
1198,70239202173064247,30.0,4.1,белый цинк
1199,70239202173060585,32.0,4.2,белый
1200,70239201931462387,127.0,4.8,
1201,70239201931544334,51.0,4.8,синяя вода цинк
1202,70239201940747802,75.0,4.2,
1203,70239202013898385,,,
1204,70239201931460755,32.0,3.5,
1205,70239202149057111,120.0,6.0,
1206,70239202173101640,19.0,4.2,
1207,70239202149068577,35.0,3.5,
1208,70239201931458962,51.0,6.3,цинк
1209,70239202173046379,70.0,6.0,белый цинк
1210,70239202173124628,28.0,4.8,RAL 5002
1211,70239202173071276,25.0,4.2,
1212,70239201931544246,32.0,5.5,темно-зеленый цинк
1213,70239202157977115,32.0,3.5,
1214,70239202173113119,30.0,4.0,желтый
1215,70239202173099083,28.0,4.8,оранжевый
1216,70239202149000237,120.0,6.0,
1217,70239202173126760,100.0,5.0,желтый цинк
1218,70239202149062521,16.0,4.0,
1219,70239202173086624,19.0,3.5,
1220,70239202149060280,40.0,6.0,
1221,70239202173065096,70.0,4.8,шоколадно-коричневый
1222,70239202188648611,35.0,4.5,
1223,70239202173034577,70.0,4.8,рубиново-красный
1224,70239202172911803,50.0,4.2,
1225,70239202149057539,16.0,4.2,
1226,70239201931544401,70.0,4.2,
1227,70239201940756053,75.0,4.5,
1228,70239202173037380,4.8,29.0,коричневый
1229,70239202173085979,70.0,4.8,темно-зеленый
1230,70239202157968444,20.0,3.0,
1231,70239201931455485,120.0,12.0,
1232,70239202173118921,50.0,4.8,темно-красный
1233,70239202173056343,41.0,3.5,
1234,70239202187027362,41.0,3.8,черный
1235,70239202173132658,35.0,3.9,желтый
1236,70239202173087566,29.0,4.8,RAL 9003
1237,70239202173041102,40.0,5.0,
1238,70239202149086521,25.0,5.0,
1239,70239201931571638,127.0,5.0,
1240,70239202188629532,30.0,3.0,
1241,70239202186339707,13.0,4.2,
1242,70239201931462052,32.0,4.2,
1243,70239202173052059,50.0,5.0,желтый
1244,70239202188624757,35.0,4.8,RAL 6029
1245,70239202158261186,45.0,4.5,
1246,70239202149000740,60.0,4.5,
1247,70239202186110629,120.0,4.8,
1248,70239202157970937,90.0,4.8,
1249,70239202173481354,51.0,5.5,цинк
1250,70239201931873959,11.0,3.5,цинк
1251,70239202175067704,38.0,5.5,
1252,70239202173085257,19.0,4.2,
1253,70239202012434078,25.0,3.5,
1254,70239202189548701,51.0,4.8,RAL 7015
1255,70239202186336781,19.0,4.2,цинк
1256,70239202153673757,127.0,6.3,
1257,70239202157988886,65.0,4.8,
1258,70239202167083091,40.0,5.0,
1259,70239201931465864,100.0,4.8,
1260,70239202173112907,16.0,3.5,хром
1261,70239202173085693,16.0,3.9,желтый
1262,70239202157970423,152.0,6.3,
1263,70239202149073131,60.0,5.0,
1264,70239202013929815,19.0,5.5,RAL 3011
1265,70239201931467770,150.0,4.8,
1266,70239201931568363,25.0,3.9,
1267,70239202149086546,35.0,4.5,
1268,70239202172989524,51.0,6.3,
1269,70239201940756076,90.0,5.0,
1270,70239202149030065,76.0,5.5,
1271,70239202149060182,50.0,4.2,
1272,70239202173086663,76.0,4.2,
1273,70239202173088252,35.0,4.8,темно-красный
1274,70239202173080206,19.0,5.5,RAL 5002
1275,70239202157976779,35.0,4.8,
1276,70239201942560290,35.0,5.0,
1277,70239201931463672,50.0,3.5,
1278,70239202173037445,30.0,4.5,желтый
1279,70239202148927530,90.0,5.0,
1280,70239202149066165,32.0,3.8,
1281,70239202149062359,32.0,6.3,
1282,70239202188263005,64.0,3.8,
1283,70239202173132412,28.0,4.8,RAL 3005
1284,70239201942564975,32.0,4.2,
1285,70239202173094217,19.0,5.5,RAL 1015
1286,70239202173481245,25.0,3.5,
1287,70239202157965346,70.0,6.3,
1288,70239202149057966,32.0,3.8,
1289,70239202157975710,60.0,4.5,
1290,70239202149057591,90.0,6.0,
1291,70239202173042971,51.0,4.8,белый
1292,70239202173481140,38.0,5.5,цинк
1293,70239202188700331,16.0,3.5,
1294,70239202189558871,35.0,4.5,
1295,70239202149071117,60.0,4.5,
1296,70239202187367174,,,черный
1297,70239201931544508,35.0,3.5,
1298,70239201931475643,38.0,5.5,
1299,70239202149080166,20.0,5.0,
1300,70239202187743480,41.0,3.5,
1301,70239201931544442,64.0,3.8,
1302,70239202157965396,19.0,3.5,
1303,70239202156214444,90.0,4.2,
1304,70239202173111026,65.0,3.8,
1305,70239202173081475,140.0,6.0,желтый
1306,70239201940585751,32.0,,
1307,70239202149052993,51.0,4.8,
1308,70239202173192070,28.0,4.8,темно-красный
1309,70239202188648563,50.0,6.0,
1310,70239202173038472,25.0,5.5,красное вино
1311,70239201931467428,180.0,12.0,
1312,70239202173481297,152.0,4.8,
1313,70239202157982236,40.0,4.0,
1314,70239202173099020,50.0,4.8,RAL 5002
1315,70239201931455050,29.0,4.8,цинк
1316,70239201931472206,60.0,3.9,
1317,70239202173080725,40.0,3.5,желтый
1318,70239201931553074,19.0,4.2,серый
1319,70239202188511848,28.0,4.8,RAL 6002
1320,70239202173129184,29.0,4.8,шоколадно-коричневый
1321,70239202188749456,45.0,4.5,
1322,70239202157985789,38.0,5.5,
1323,70239202173014744,51.0,4.8,RAL 6005
1324,70239202173052719,65.0,3.8,
1325,70239202149058027,35.0,4.8,
1326,70239202173077632,19.0,5.5,
1327,70239202153674077,16.0,4.0,
1328,70239202156281002,90.0,4.2,
1329,70239201940745488,25.0,3.5,
1330,70239202158261194,25.0,3.0,
1331,70239202157973938,30.0,3.0,
1332,70239201940757974,75.0,4.2,
1333,70239202157984070,51.0,4.2,
1334,70239202173125150,30.0,3.9,
1335,70239202173070444,50.0,5.0,
1336,70239202149070950,35.0,5.0,
1337,70239202157976768,75.0,4.2,
1338,70239202189641699,25.0,4.2,
1339,70239202173062339,29.0,4.8,синий насыщенный
1340,70239202149060003,45.0,3.8,
1341,70239201931438756,41.0,4.2,
1342,70239202173060169,29.0,4.8,рубиново-красный
1343,70239201931545052,35.0,4.8,светло-зеленый цинк
1344,70239202156155377,50.0,7.0,
1345,70239202173131972,65.0,4.8,шоколадно-коричневый
1346,70239202149057322,38.0,6.3,
1347,70239202186336291,51.0,3.5,черный
1348,70239202186336532,13.0,4.2,цинк
1349,70239202176903437,19.0,4.8,белый
1350,70239202149029321,30.0,4.0,
1351,70239202173112564,19.0,5.5,RAL 3005
1352,70239202173481050,51.0,4.2,цинк
1353,70239202149068100,35.0,4.0,
1354,70239202189919050,100.0,4.8,
1355,70239201940584227,3.5,51.0,
1356,70239201931544647,76.0,5.5,цинк
1357,70239202149030118,65.0,4.2,
1358,70239202173084113,40.0,6.0,желтый
1359,70239202173129655,25.0,5.5,синий насыщенный
1360,70239202173481030,38.0,4.2,
1361,70239202156230676,50.0,5.0,
1362,70239202157981516,14.0,4.2,
1363,70239202157975871,19.0,3.9,
1364,70239202173099999,45.0,3.0,желтый цинк
1365,70239201931438524,40.0,3.5,
1366,70239201931552753,60.0,6.3,цинк
1367,70239202173042453,16.0,3.9,
1368,70239202173132723,65.0,4.8,рубиново-красный
1369,70239201931544249,16.0,4.2,красный
1370,70239202157972505,32.0,5.5,
1371,70239201931455443,60.0,4.2,
1372,70239202173115356,11.0,3.5,
1373,70239202173481011,35.0,4.8,зеленый
1374,70239201931467426,200.0,8.0,
1375,70239202157983871,19.0,4.2,
1376,70239201931456047,70.0,4.8,цинк
1377,70239202173047997,70.0,4.8,ультрамарин цинк
1378,70239202173098777,25.0,3.5,
1379,70239202186613894,57.0,4.2,цинк
1380,70239202188588587,45.0,3.5,
1381,70239202149059987,32.0,4.2,
1382,70239202149029376,16.0,5.0,
1383,70239202149078630,30.0,4.5,
1384,70239201931463463,125.0,6.3,
1385,70239202149060174,16.0,4.2,
1386,70239202188847121,35.0,4.8,
1387,70239201931461186,75.0,4.2,
1388,70239202157971927,35.0,4.8,
1389,70239202167088859,45.0,4.5,
1390,70239202149068018,30.0,3.0,
1391,70239202173077487,28.0,4.8,RAL 5005
1392,70239201931544468,70.0,4.8,белый цинк
1393,70239202149098646,127.0,4.8,
1394,70239202189548725,35.0,3.5,
1395,70239201931544112,60.0,6.3,
1396,70239202173133382,51.0,3.5,
1397,70239202189548548,51.0,4.8,RAL 7015
1398,70239202158000064,35.0,4.8,
1399,70239201931460340,102.0,4.8,
1400,70239202186277467,32.0,3.5,черный
1401,70239202186337212,35.0,3.5,черный
1402,70239202188135916,19.0,3.5,
1403,70239202149060038,12.0,3.0,
1404,70239202173118929,60.0,4.8,синий насыщенный
1405,70239201931544511,25.0,5.5,слоновая кость цинк
